Date,Description,Amount,Type,Category
2024-09-05,More Supermarket,186.44,DEBIT,Groceries
2024-09-05,Reliance Fresh,845.69,DEBIT,Groceries
2024-09-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2024-09-05,Indian Oil fuel,359.05,DEBIT,Transport
2024-09-05,Airtel Fibre broadband,298.62,DEBIT,Utilities
2024-09-06,Fresh Fruits & Veg Co.,1084.06,DEBIT,Groceries
2024-09-06,Decathlon Powai,1030.27,DEBIT,Shopping
2024-09-06,Zomato order,156.29,DEBIT,Take-out
2024-09-06,Starbucks Powai,148.44,DEBIT,Take-out
2024-09-06,Starbucks Powai,375.47,DEBIT,Take-out
2024-09-06,HP Petrol Pump,153.86,DEBIT,Transport
2024-09-06,Airtel Fibre broadband,680.76,DEBIT,Utilities
2024-09-06,Airtel Fibre broadband,721.05,DEBIT,Utilities
2024-09-07,Reliance Fresh,608.68,DEBIT,Groceries
2024-09-07,BigBasket order,702.10,DEBIT,Groceries
2024-09-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2024-09-07,Myntra order,2426.36,DEBIT,Shopping
2024-09-07,Cafe Coffee Day,189.15,DEBIT,Take-out
2024-09-07,Starbucks Powai,243.81,DEBIT,Take-out
2024-09-07,Uber ride,245.32,DEBIT,Transport
2024-09-07,CityFlo monthly pass,421.76,DEBIT,Transport
2024-09-07,Airtel Fibre broadband,198.51,DEBIT,Utilities
2024-09-08,More Supermarket,537.21,DEBIT,Groceries
2024-09-08,DMart Andheri West,682.82,DEBIT,Groceries
2024-09-08,Reliance Fresh,227.40,DEBIT,Groceries
2024-09-08,Cafe Coffee Day,315.65,DEBIT,Take-out
2024-09-08,Dominos Pizza,280.80,DEBIT,Take-out
2024-09-09,IKEA Navi Mumbai,1376.42,DEBIT,Shopping
2024-09-09,Decathlon Powai,956.58,DEBIT,Shopping
2024-09-09,Dominos Pizza,511.63,DEBIT,Take-out
2024-09-09,Starbucks Powai,455.28,DEBIT,Take-out
2024-09-09,Ola Cabs,173.40,DEBIT,Transport
2024-09-09,Mahanagar Gas bill,748.63,DEBIT,Utilities
2024-09-10,Nature's Basket,317.04,DEBIT,Groceries
2024-09-10,BigBasket order,338.62,DEBIT,Groceries
2024-09-10,Flipkart order,444.77,DEBIT,Shopping
2024-09-10,Zomato order,178.80,DEBIT,Take-out
2024-09-10,Mahanagar Gas bill,372.28,DEBIT,Utilities
2024-09-11,Reliance Fresh,216.67,DEBIT,Groceries
2024-09-11,Fresh Fruits & Veg Co.,708.84,DEBIT,Groceries
2024-09-11,Reliance Fresh,882.78,DEBIT,Groceries
2024-09-11,Starbucks Powai,313.32,DEBIT,Take-out
2024-09-11,Swiggy order,327.16,DEBIT,Take-out
2024-09-11,Mumbai Metro recharge,253.81,DEBIT,Transport
2024-09-12,DMart Andheri West,488.16,DEBIT,Groceries
2024-09-12,Nature's Basket,350.79,DEBIT,Groceries
2024-09-12,Flipkart order,2140.40,DEBIT,Shopping
2024-09-12,Cafe Coffee Day,112.69,DEBIT,Take-out
2024-09-12,Uber ride,249.71,DEBIT,Transport
2024-09-13,Steam games purchase,403.12,DEBIT,Entertainment
2024-09-13,DMart Andheri West,658.13,DEBIT,Groceries
2024-09-13,Reliance Fresh,871.24,DEBIT,Groceries
2024-09-13,Reliance Fresh,593.14,DEBIT,Groceries
2024-09-13,Croma Electronics,703.75,DEBIT,Shopping
2024-09-13,Zomato order,343.11,DEBIT,Take-out
2024-09-13,Swiggy order,78.27,DEBIT,Take-out
2024-09-13,CityFlo monthly pass,269.59,DEBIT,Transport
2024-09-13,MSEB electricity bill,513.69,DEBIT,Utilities
2024-09-14,Reliance Fresh,394.65,DEBIT,Groceries
2024-09-14,Reliance Fresh,529.53,DEBIT,Groceries
2024-09-14,More Supermarket,547.43,DEBIT,Groceries
2024-09-14,Myntra order,715.50,DEBIT,Shopping
2024-09-14,Mahanagar Gas bill,973.12,DEBIT,Utilities
2024-09-14,Jio postpaid bill,794.45,DEBIT,Utilities
2024-09-15,DMart Andheri West,629.03,DEBIT,Groceries
2024-09-15,BigBasket order,984.86,DEBIT,Groceries
2024-09-15,Flipkart order,1242.78,DEBIT,Shopping
2024-09-15,Dominos Pizza,202.65,DEBIT,Take-out
2024-09-15,Cafe Coffee Day,153.28,DEBIT,Take-out
2024-09-15,Ola Cabs,307.41,DEBIT,Transport
2024-09-15,Ola Cabs,110.92,DEBIT,Transport
2024-09-15,Indian Oil fuel,209.58,DEBIT,Transport
2024-09-16,Netflix subscription,127.32,DEBIT,Entertainment
2024-09-16,BigBasket order,732.63,DEBIT,Groceries
2024-09-16,More Supermarket,295.11,DEBIT,Groceries
2024-09-16,Nature's Basket,499.26,DEBIT,Groceries
2024-09-16,Fresh Fruits & Veg Co.,343.09,DEBIT,Groceries
2024-09-16,Mumbai Metro recharge,373.43,DEBIT,Transport
2024-09-16,Indian Oil fuel,216.39,DEBIT,Transport
2024-09-16,Indian Oil fuel,341.74,DEBIT,Transport
2024-09-17,BigBasket order,790.48,DEBIT,Groceries
2024-09-17,DMart Andheri West,758.34,DEBIT,Groceries
2024-09-17,More Supermarket,631.47,DEBIT,Groceries
2024-09-17,Croma Electronics,1212.70,DEBIT,Shopping
2024-09-17,IKEA Navi Mumbai,1391.55,DEBIT,Shopping
2024-09-17,Decathlon Powai,575.10,DEBIT,Shopping
2024-09-17,Behrouz Biryani,301.10,DEBIT,Take-out
2024-09-17,Swiggy order,222.95,DEBIT,Take-out
2024-09-17,Mahanagar Gas bill,228.20,DEBIT,Utilities
2024-09-18,More Supermarket,883.98,DEBIT,Groceries
2024-09-18,Reliance Fresh,505.89,DEBIT,Groceries
2024-09-18,Reliance Fresh,785.66,DEBIT,Groceries
2024-09-18,Decathlon Powai,2780.07,DEBIT,Shopping
2024-09-18,Decathlon Powai,937.03,DEBIT,Shopping
2024-09-18,Flipkart order,874.47,DEBIT,Shopping
2024-09-18,Jio postpaid bill,582.54,DEBIT,Utilities
2024-09-18,Airtel Fibre broadband,274.20,DEBIT,Utilities
2024-09-19,Spotify Premium,637.51,DEBIT,Entertainment
2024-09-19,Nature's Basket,573.67,DEBIT,Groceries
2024-09-19,More Supermarket,826.22,DEBIT,Groceries
2024-09-19,Amazon.in order,493.89,DEBIT,Shopping
2024-09-19,Decathlon Powai,1301.59,DEBIT,Shopping
2024-09-19,Myntra order,2210.94,DEBIT,Shopping
2024-09-19,CityFlo monthly pass,399.39,DEBIT,Transport
2024-09-19,CityFlo monthly pass,331.79,DEBIT,Transport
2024-09-19,Indian Oil fuel,287.58,DEBIT,Transport
2024-09-20,Swiggy order,234.62,DEBIT,Take-out
2024-09-20,Swiggy order,195.54,DEBIT,Take-out
2024-09-20,CityFlo monthly pass,56.34,DEBIT,Transport
2024-09-20,HP Petrol Pump,207.15,DEBIT,Transport
2024-09-20,CityFlo monthly pass,79.98,DEBIT,Transport
2024-09-20,HP Petrol Pump,210.57,DEBIT,Transport
2024-09-20,Uber ride,252.78,DEBIT,Transport
2024-09-20,Jio postpaid bill,385.35,DEBIT,Utilities
2024-09-21,DMart Andheri West,915.57,DEBIT,Groceries
2024-09-21,More Supermarket,568.66,DEBIT,Groceries
2024-09-21,More Supermarket,777.99,DEBIT,Groceries
2024-09-21,Amazon.in order,579.70,DEBIT,Shopping
2024-09-21,Behrouz Biryani,405.43,DEBIT,Take-out
2024-09-21,Starbucks Powai,351.99,DEBIT,Take-out
2024-09-21,Ola Cabs,146.47,DEBIT,Transport
2024-09-21,Jio postpaid bill,598.80,DEBIT,Utilities
2024-09-22,Fresh Fruits & Veg Co.,107.73,DEBIT,Groceries
2024-09-22,Fresh Fruits & Veg Co.,363.80,DEBIT,Groceries
2024-09-22,Cashback from Swiggy,2051.48,CREDIT,Refund
2024-09-22,Croma Electronics,676.19,DEBIT,Shopping
2024-09-22,Starbucks Powai,128.68,DEBIT,Take-out
2024-09-22,Jio postpaid bill,611.34,DEBIT,Utilities
2024-09-23,Netflix subscription,326.03,DEBIT,Entertainment
2024-09-23,DMart Andheri West,196.82,DEBIT,Groceries
2024-09-23,BigBasket order,408.94,DEBIT,Groceries
2024-09-23,BigBasket order,506.23,DEBIT,Groceries
2024-09-23,DMart Andheri West,360.92,DEBIT,Groceries
2024-09-23,Starbucks Powai,467.72,DEBIT,Take-out
2024-09-23,CityFlo monthly pass,129.71,DEBIT,Transport
2024-09-23,Uber ride,218.30,DEBIT,Transport
2024-09-24,Fresh Fruits & Veg Co.,311.24,DEBIT,Groceries
2024-09-24,Nature's Basket,295.81,DEBIT,Groceries
2024-09-24,Fresh Fruits & Veg Co.,581.89,DEBIT,Groceries
2024-09-24,BigBasket order,382.57,DEBIT,Groceries
2024-09-24,Dominos Pizza,508.08,DEBIT,Take-out
2024-09-24,Swiggy order,290.76,DEBIT,Take-out
2024-09-24,Dominos Pizza,274.70,DEBIT,Take-out
2024-09-24,Indian Oil fuel,264.93,DEBIT,Transport
2024-09-24,Water tax payment,632.00,DEBIT,Utilities
2024-09-25,PVR Cinemas,415.12,DEBIT,Entertainment
2024-09-25,Fresh Fruits & Veg Co.,692.11,DEBIT,Groceries
2024-09-25,BigBasket order,415.55,DEBIT,Groceries
2024-09-25,Amazon.in order,678.02,DEBIT,Shopping
2024-09-25,Zomato order,563.14,DEBIT,Take-out
2024-09-25,Swiggy order,98.45,DEBIT,Take-out
2024-09-25,Zomato order,179.85,DEBIT,Take-out
2024-09-25,Dominos Pizza,192.35,DEBIT,Take-out
2024-09-26,IKEA Navi Mumbai,1392.32,DEBIT,Shopping
2024-09-26,IKEA Navi Mumbai,2089.47,DEBIT,Shopping
2024-09-26,Amazon.in order,1423.28,DEBIT,Shopping
2024-09-26,Starbucks Powai,189.38,DEBIT,Take-out
2024-09-26,Water tax payment,709.05,DEBIT,Utilities
2024-09-27,BigBasket order,339.90,DEBIT,Groceries
2024-09-27,Nature's Basket,342.04,DEBIT,Groceries
2024-09-27,Fresh Fruits & Veg Co.,257.46,DEBIT,Groceries
2024-09-27,Behrouz Biryani,184.58,DEBIT,Take-out
2024-09-27,Swiggy order,218.11,DEBIT,Take-out
2024-09-27,HP Petrol Pump,170.86,DEBIT,Transport
2024-09-27,Ola Cabs,376.48,DEBIT,Transport
2024-09-27,Mahanagar Gas bill,688.54,DEBIT,Utilities
2024-09-27,Jio postpaid bill,655.99,DEBIT,Utilities
2024-09-28,Fresh Fruits & Veg Co.,398.36,DEBIT,Groceries
2024-09-28,BigBasket order,399.87,DEBIT,Groceries
2024-09-28,DMart Andheri West,529.45,DEBIT,Groceries
2024-09-28,HP Petrol Pump,368.50,DEBIT,Transport
2024-09-28,Indian Oil fuel,321.84,DEBIT,Transport
2024-09-28,HP Petrol Pump,227.94,DEBIT,Transport
2024-09-29,BigBasket order,433.89,DEBIT,Groceries
2024-09-29,Behrouz Biryani,281.51,DEBIT,Take-out
2024-09-29,Zomato order,445.59,DEBIT,Take-out
2024-09-29,Behrouz Biryani,253.50,DEBIT,Take-out
2024-09-29,Indian Oil fuel,368.02,DEBIT,Transport
2024-09-29,CityFlo monthly pass,330.75,DEBIT,Transport
2024-09-29,Jio postpaid bill,870.45,DEBIT,Utilities
2024-09-30,DMart Andheri West,471.48,DEBIT,Groceries
2024-09-30,BigBasket order,337.08,DEBIT,Groceries
2024-09-30,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2024-09-30,Decathlon Powai,652.21,DEBIT,Shopping
2024-09-30,Amazon.in order,933.05,DEBIT,Shopping
2024-09-30,Cafe Coffee Day,405.17,DEBIT,Take-out
2024-09-30,Behrouz Biryani,336.56,DEBIT,Take-out
2024-10-01,BigBasket order,736.04,DEBIT,Groceries
2024-10-01,BigBasket order,138.82,DEBIT,Groceries
2024-10-01,Reliance Fresh,422.82,DEBIT,Groceries
2024-10-01,Cashback from Swiggy,1862.97,CREDIT,Refund
2024-10-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2024-10-01,Zomato order,447.52,DEBIT,Take-out
2024-10-01,Starbucks Powai,296.71,DEBIT,Take-out
2024-10-01,Zomato order,177.34,DEBIT,Take-out
2024-10-01,Mumbai Metro recharge,140.40,DEBIT,Transport
2024-10-01,HP Petrol Pump,239.38,DEBIT,Transport
2024-10-01,Jio postpaid bill,636.98,DEBIT,Utilities
2024-10-02,More Supermarket,633.77,DEBIT,Groceries
2024-10-02,Myntra order,1424.84,DEBIT,Shopping
2024-10-02,Zomato order,269.88,DEBIT,Take-out
2024-10-02,Uber ride,93.04,DEBIT,Transport
2024-10-02,Mumbai Metro recharge,241.19,DEBIT,Transport
2024-10-03,IKEA Navi Mumbai,833.02,DEBIT,Shopping
2024-10-03,IKEA Navi Mumbai,1280.78,DEBIT,Shopping
2024-10-03,Dominos Pizza,87.28,DEBIT,Take-out
2024-10-03,Swiggy order,93.75,DEBIT,Take-out
2024-10-03,Indian Oil fuel,396.47,DEBIT,Transport
2024-10-04,Nature's Basket,185.73,DEBIT,Groceries
2024-10-04,Fresh Fruits & Veg Co.,378.51,DEBIT,Groceries
2024-10-04,BigBasket order,426.29,DEBIT,Groceries
2024-10-04,Croma Electronics,1815.39,DEBIT,Shopping
2024-10-04,Myntra order,603.65,DEBIT,Shopping
2024-10-04,Swiggy order,236.68,DEBIT,Take-out
2024-10-04,HP Petrol Pump,187.18,DEBIT,Transport
2024-10-05,Nature's Basket,710.54,DEBIT,Groceries
2024-10-05,Reliance Fresh,548.17,DEBIT,Groceries
2024-10-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2024-10-05,Dominos Pizza,313.18,DEBIT,Take-out
2024-10-05,Dominos Pizza,190.89,DEBIT,Take-out
2024-10-05,Starbucks Powai,410.37,DEBIT,Take-out
2024-10-05,Dominos Pizza,477.53,DEBIT,Take-out
2024-10-05,HP Petrol Pump,206.88,DEBIT,Transport
2024-10-05,HP Petrol Pump,207.73,DEBIT,Transport
2024-10-05,Jio postpaid bill,718.57,DEBIT,Utilities
2024-10-06,BookMyShow tickets,358.07,DEBIT,Entertainment
2024-10-06,Croma Electronics,2042.38,DEBIT,Shopping
2024-10-06,Flipkart order,824.26,DEBIT,Shopping
2024-10-06,Starbucks Powai,307.44,DEBIT,Take-out
2024-10-06,Cafe Coffee Day,216.36,DEBIT,Take-out
2024-10-06,Starbucks Powai,123.71,DEBIT,Take-out
2024-10-06,Uber ride,165.38,DEBIT,Transport
2024-10-06,Indian Oil fuel,238.24,DEBIT,Transport
2024-10-06,Airtel Fibre broadband,594.46,DEBIT,Utilities
2024-10-07,Netflix subscription,294.36,DEBIT,Entertainment
2024-10-07,More Supermarket,458.33,DEBIT,Groceries
2024-10-07,More Supermarket,279.34,DEBIT,Groceries
2024-10-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2024-10-07,Decathlon Powai,1649.23,DEBIT,Shopping
2024-10-07,Croma Electronics,1110.31,DEBIT,Shopping
2024-10-07,HP Petrol Pump,143.77,DEBIT,Transport
2024-10-07,Mahanagar Gas bill,332.72,DEBIT,Utilities
2024-10-08,PVR Cinemas,810.10,DEBIT,Entertainment
2024-10-08,More Supermarket,672.45,DEBIT,Groceries
2024-10-08,Amazon.in order,2618.37,DEBIT,Shopping
2024-10-08,Decathlon Powai,1571.36,DEBIT,Shopping
2024-10-08,Swiggy order,179.22,DEBIT,Take-out
2024-10-08,Cafe Coffee Day,300.14,DEBIT,Take-out
2024-10-08,Dominos Pizza,334.89,DEBIT,Take-out
2024-10-08,CityFlo monthly pass,248.42,DEBIT,Transport
2024-10-08,Mumbai Metro recharge,266.79,DEBIT,Transport
2024-10-09,Reliance Fresh,518.35,DEBIT,Groceries
2024-10-09,Reliance Fresh,324.99,DEBIT,Groceries
2024-10-09,Zomato order,362.60,DEBIT,Take-out
2024-10-09,Uber ride,362.61,DEBIT,Transport
2024-10-09,Jio postpaid bill,349.75,DEBIT,Utilities
2024-10-10,Steam games purchase,226.05,DEBIT,Entertainment
2024-10-10,BigBasket order,467.59,DEBIT,Groceries
2024-10-10,Ola Cabs,275.10,DEBIT,Transport
2024-10-10,Uber ride,167.90,DEBIT,Transport
2024-10-10,Airtel Fibre broadband,250.46,DEBIT,Utilities
2024-10-11,BookMyShow tickets,332.81,DEBIT,Entertainment
2024-10-11,PVR Cinemas,131.08,DEBIT,Entertainment
2024-10-11,BigBasket order,699.54,DEBIT,Groceries
2024-10-11,Fresh Fruits & Veg Co.,380.64,DEBIT,Groceries
2024-10-11,BigBasket order,383.36,DEBIT,Groceries
2024-10-11,Nature's Basket,398.03,DEBIT,Groceries
2024-10-11,Zomato order,124.73,DEBIT,Take-out
2024-10-11,Dominos Pizza,294.60,DEBIT,Take-out
2024-10-11,Jio postpaid bill,558.13,DEBIT,Utilities
2024-10-12,More Supermarket,100.24,DEBIT,Groceries
2024-10-12,Reliance Fresh,583.79,DEBIT,Groceries
2024-10-12,Nature's Basket,774.56,DEBIT,Groceries
2024-10-12,Decathlon Powai,1465.36,DEBIT,Shopping
2024-10-12,Starbucks Powai,445.16,DEBIT,Take-out
2024-10-12,Cafe Coffee Day,290.55,DEBIT,Take-out
2024-10-12,Behrouz Biryani,447.94,DEBIT,Take-out
2024-10-13,BookMyShow tickets,119.44,DEBIT,Entertainment
2024-10-13,Reliance Fresh,767.58,DEBIT,Groceries
2024-10-13,Swiggy order,435.24,DEBIT,Take-out
2024-10-13,Cafe Coffee Day,160.07,DEBIT,Take-out
2024-10-13,Zomato order,312.67,DEBIT,Take-out
2024-10-13,Jio postpaid bill,492.61,DEBIT,Utilities
2024-10-14,Flipkart order,1743.87,DEBIT,Shopping
2024-10-14,Decathlon Powai,2631.05,DEBIT,Shopping
2024-10-14,Zomato order,168.40,DEBIT,Take-out
2024-10-14,Starbucks Powai,145.75,DEBIT,Take-out
2024-10-14,Starbucks Powai,275.94,DEBIT,Take-out
2024-10-14,Cafe Coffee Day,295.45,DEBIT,Take-out
2024-10-14,HP Petrol Pump,249.40,DEBIT,Transport
2024-10-15,Reliance Fresh,408.82,DEBIT,Groceries
2024-10-15,Nature's Basket,477.42,DEBIT,Groceries
2024-10-15,Amazon.in order,1529.10,DEBIT,Shopping
2024-10-15,Zomato order,292.69,DEBIT,Take-out
2024-10-15,Indian Oil fuel,375.28,DEBIT,Transport
2024-10-15,Uber ride,411.21,DEBIT,Transport
2024-10-15,Water tax payment,502.91,DEBIT,Utilities
2024-10-16,PVR Cinemas,433.27,DEBIT,Entertainment
2024-10-16,More Supermarket,1030.41,DEBIT,Groceries
2024-10-16,Nature's Basket,230.61,DEBIT,Groceries
2024-10-16,Decathlon Powai,1121.08,DEBIT,Shopping
2024-10-16,Cafe Coffee Day,361.77,DEBIT,Take-out
2024-10-16,Zomato order,315.71,DEBIT,Take-out
2024-10-17,Swiggy order,141.26,DEBIT,Take-out
2024-10-17,Swiggy order,365.27,DEBIT,Take-out
2024-10-17,Mumbai Metro recharge,179.90,DEBIT,Transport
2024-10-17,CityFlo monthly pass,316.62,DEBIT,Transport
2024-10-17,Indian Oil fuel,214.06,DEBIT,Transport
2024-10-17,MSEB electricity bill,780.93,DEBIT,Utilities
2024-10-17,Airtel Fibre broadband,758.85,DEBIT,Utilities
2024-10-17,Water tax payment,823.02,DEBIT,Utilities
2024-10-18,Reliance Fresh,170.89,DEBIT,Groceries
2024-10-18,More Supermarket,506.37,DEBIT,Groceries
2024-10-18,Decathlon Powai,858.30,DEBIT,Shopping
2024-10-18,Starbucks Powai,523.49,DEBIT,Take-out
2024-10-18,Behrouz Biryani,429.66,DEBIT,Take-out
2024-10-18,Cafe Coffee Day,317.46,DEBIT,Take-out
2024-10-18,Mumbai Metro recharge,275.88,DEBIT,Transport
2024-10-18,Airtel Fibre broadband,470.57,DEBIT,Utilities
2024-10-19,BookMyShow tickets,281.31,DEBIT,Entertainment
2024-10-19,PVR Cinemas,145.11,DEBIT,Entertainment
2024-10-19,DMart Andheri West,648.02,DEBIT,Groceries
2024-10-19,Swiggy order,367.94,DEBIT,Take-out
2024-10-19,Cafe Coffee Day,343.13,DEBIT,Take-out
2024-10-20,Netflix subscription,261.50,DEBIT,Entertainment
2024-10-20,Nature's Basket,362.28,DEBIT,Groceries
2024-10-20,Nature's Basket,222.22,DEBIT,Groceries
2024-10-20,Flipkart order,1979.02,DEBIT,Shopping
2024-10-20,Croma Electronics,2495.11,DEBIT,Shopping
2024-10-20,Behrouz Biryani,132.31,DEBIT,Take-out
2024-10-20,Dominos Pizza,172.72,DEBIT,Take-out
2024-10-20,HP Petrol Pump,239.61,DEBIT,Transport
2024-10-21,Reliance Fresh,652.66,DEBIT,Groceries
2024-10-21,Nature's Basket,225.64,DEBIT,Groceries
2024-10-21,Fresh Fruits & Veg Co.,987.99,DEBIT,Groceries
2024-10-21,Reliance Fresh,735.67,DEBIT,Groceries
2024-10-21,Nature's Basket,478.49,DEBIT,Groceries
2024-10-21,Zomato order,486.65,DEBIT,Take-out
2024-10-21,Behrouz Biryani,155.69,DEBIT,Take-out
2024-10-21,Starbucks Powai,370.80,DEBIT,Take-out
2024-10-21,Uber ride,132.01,DEBIT,Transport
2024-10-22,Nature's Basket,951.07,DEBIT,Groceries
2024-10-22,Zomato order,256.72,DEBIT,Take-out
2024-10-22,Starbucks Powai,147.23,DEBIT,Take-out
2024-10-22,HP Petrol Pump,138.34,DEBIT,Transport
2024-10-22,Mahanagar Gas bill,576.84,DEBIT,Utilities
2024-10-22,Jio postpaid bill,715.59,DEBIT,Utilities
2024-10-22,Jio postpaid bill,596.67,DEBIT,Utilities
2024-10-23,DMart Andheri West,516.75,DEBIT,Groceries
2024-10-23,IKEA Navi Mumbai,1919.37,DEBIT,Shopping
2024-10-23,Dominos Pizza,120.87,DEBIT,Take-out
2024-10-23,Behrouz Biryani,470.14,DEBIT,Take-out
2024-10-23,Jio postpaid bill,383.68,DEBIT,Utilities
2024-10-23,Water tax payment,278.33,DEBIT,Utilities
2024-10-23,MSEB electricity bill,363.95,DEBIT,Utilities
2024-10-24,Spotify Premium,291.81,DEBIT,Entertainment
2024-10-24,Reliance Fresh,355.90,DEBIT,Groceries
2024-10-24,Croma Electronics,1178.83,DEBIT,Shopping
2024-10-24,Behrouz Biryani,220.17,DEBIT,Take-out
2024-10-24,Water tax payment,780.05,DEBIT,Utilities
2024-10-24,Mahanagar Gas bill,400.01,DEBIT,Utilities
2024-10-25,BigBasket order,290.97,DEBIT,Groceries
2024-10-25,Cafe Coffee Day,194.07,DEBIT,Take-out
2024-10-25,Zomato order,176.23,DEBIT,Take-out
2024-10-25,Dominos Pizza,187.02,DEBIT,Take-out
2024-10-25,Mumbai Metro recharge,199.20,DEBIT,Transport
2024-10-25,Mumbai Metro recharge,451.64,DEBIT,Transport
2024-10-25,Mumbai Metro recharge,141.59,DEBIT,Transport
2024-10-25,Water tax payment,266.41,DEBIT,Utilities
2024-10-26,Netflix subscription,265.62,DEBIT,Entertainment
2024-10-26,BookMyShow tickets,621.86,DEBIT,Entertainment
2024-10-26,Indian Oil fuel,99.36,DEBIT,Transport
2024-10-26,Ola Cabs,178.55,DEBIT,Transport
2024-10-26,HP Petrol Pump,162.06,DEBIT,Transport
2024-10-26,Airtel Fibre broadband,499.06,DEBIT,Utilities
2024-10-27,BookMyShow tickets,459.49,DEBIT,Entertainment
2024-10-27,Fresh Fruits & Veg Co.,938.00,DEBIT,Groceries
2024-10-27,BigBasket order,525.82,DEBIT,Groceries
2024-10-27,Amazon.in order,1066.65,DEBIT,Shopping
2024-10-27,MSEB electricity bill,427.49,DEBIT,Utilities
2024-10-28,More Supermarket,425.33,DEBIT,Groceries
2024-10-28,Nature's Basket,589.25,DEBIT,Groceries
2024-10-28,Reliance Fresh,793.81,DEBIT,Groceries
2024-10-28,IKEA Navi Mumbai,831.63,DEBIT,Shopping
2024-10-28,Zomato order,361.97,DEBIT,Take-out
2024-10-28,Ola Cabs,145.29,DEBIT,Transport
2024-10-29,Reliance Fresh,290.21,DEBIT,Groceries
2024-10-29,Decathlon Powai,1803.59,DEBIT,Shopping
2024-10-29,Starbucks Powai,105.17,DEBIT,Take-out
2024-10-29,Cafe Coffee Day,242.19,DEBIT,Take-out
2024-10-29,Ola Cabs,228.26,DEBIT,Transport
2024-10-29,Ola Cabs,391.19,DEBIT,Transport
2024-10-29,Ola Cabs,122.44,DEBIT,Transport
2024-10-30,Fresh Fruits & Veg Co.,418.06,DEBIT,Groceries
2024-10-30,Fresh Fruits & Veg Co.,381.68,DEBIT,Groceries
2024-10-30,BigBasket order,507.49,DEBIT,Groceries
2024-10-30,Reliance Fresh,898.56,DEBIT,Groceries
2024-10-30,Fresh Fruits & Veg Co.,481.87,DEBIT,Groceries
2024-10-30,Myntra order,1524.67,DEBIT,Shopping
2024-10-30,Swiggy order,213.08,DEBIT,Take-out
2024-10-30,Zomato order,148.36,DEBIT,Take-out
2024-10-30,CityFlo monthly pass,397.40,DEBIT,Transport
2024-10-31,PVR Cinemas,469.66,DEBIT,Entertainment
2024-10-31,Fresh Fruits & Veg Co.,591.66,DEBIT,Groceries
2024-10-31,Reliance Fresh,683.45,DEBIT,Groceries
2024-10-31,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2024-10-31,Decathlon Powai,1585.15,DEBIT,Shopping
2024-10-31,Behrouz Biryani,254.00,DEBIT,Take-out
2024-10-31,Ola Cabs,144.36,DEBIT,Transport
2024-10-31,Uber ride,264.48,DEBIT,Transport
2024-10-31,Indian Oil fuel,336.13,DEBIT,Transport
2024-10-31,Jio postpaid bill,303.89,DEBIT,Utilities
2024-11-01,Steam games purchase,336.35,DEBIT,Entertainment
2024-11-01,BigBasket order,870.35,DEBIT,Groceries
2024-11-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2024-11-01,Behrouz Biryani,254.04,DEBIT,Take-out
2024-11-01,Starbucks Powai,291.07,DEBIT,Take-out
2024-11-01,Mumbai Metro recharge,241.32,DEBIT,Transport
2024-11-01,CityFlo monthly pass,288.50,DEBIT,Transport
2024-11-01,Mahanagar Gas bill,776.70,DEBIT,Utilities
2024-11-02,Steam games purchase,367.92,DEBIT,Entertainment
